KVA,Load_percent,Ia,Ib,Ic,In,UB_percent,Min_V,Max_dis,Load_peak,Ia_PEAK,Ib_PEAK,Ic_PEAK,UB_PEAK_percent,Min_V_peak,Copper_Loss,Core_Loss,Line_Loss,Copper_Loss_PEAK,Core_Loss_PEAK,Line_Loss_PEAK
100,7.77,20.36,6.65,6.65,13.71,81.46167558,228.52,340.08,13.48,27.43,15.47,15.47,40.97995546,228.84,5,130,18,15,134,38
100,50.91,77.69,84.5,58.44,23.32,20.53664506,216.29,820.49,60.23,93.8,98.8,68.43,21.35386737,213.15,256,130,791,356,130,1175
100,33.08,44.02,41.82,57.47,14.52,20.30563115,219.44,1021.29,51.19,72.22,63.38,86.24,16.6245943,212.73,92,130,472,234,134,1165
100,9.52,14.21,15.76,11.26,3.94,18.06936697,226.13,901.08,11.04,16.91,19.33,11.56,27.44769874,225.18,9,130,65,13,130,90
100,12.53,17.52,19.03,17.72,1.39,5.196241017,226.63,757.97,16.35,22.14,24.85,23.85,6.239412761,224.5,16,130,114,29,130,212
100,30.97,64.87,32.11,37.2,30.14,45.03651811,212.6,1224.73,34.45,70.05,36.92,42.3,40.78515442,211.61,86,130,567,108,134,721
100,30.07,41.88,56.52,31.88,20.87,30.15044519,221,1052.28,39.68,54.34,75.34,42.25,31.4604781,217.98,77,130,355,138,130,695
100,17.86,26.45,29.99,20.94,7.79,18.81623158,226.74,873.42,19.32,28.15,30.69,24.86,10.89605735,226.58,28,130,105,32,134,123
100,20.34,34.07,30.71,23.34,9.45,20.54017249,229.75,369.9,21.56,37.08,30.48,25.84,19.1006424,229.56,43,130,25,48,134,29
100,8.56,9.96,17.6,9.5,7.87,42.47166757,229.93,111.83,8.56,9.96,17.6,9.5,42.47166757,229.93,7,130,9,7,130,9
160,16.67,41.8,34.82,38.93,6.02,9.597576807,222.18,633.86,18.77,45.62,39.99,44.47,7.772140221,221.29,33,187,268,42,187,360
160,19.9,58.06,48.52,31.38,23,31.76282981,220.46,1019.22,28.29,77.51,67.52,51.1,21.83755672,215.35,49,187,320,109,193,756
160,22.22,50.97,54.5,48.54,5.16,6.161937537,220.18,1006.44,23.31,52.43,58.03,51.14,7.728960396,220.5,65,187,802,71,193,877
250,28.21,128.18,102.02,75.47,45.39,25.92992443,225.77,127.45,29.89,135.25,110.66,78.04,27.7295879,225.57,174,259,375,198,268,430
250,5.42,35.86,15.52,7.33,25.39,83.23965253,225.19,475,8.41,47.28,24.54,19.27,55.71412888,223.68,6,259,73,15,242,110
250,17.95,68.01,57.08,69.31,11.61,11.91358025,226.51,387.05,18.42,70.26,55.37,73.93,16.76187613,226.22,69,259,166,74,268,187
250,4.33,14.64,1.98,30.27,24.5,93.66602687,227.87,228.33,5.13,22.56,2.1,30.85,88.65069357,228.22,3,259,40,5,268,47
250,39.1,138.62,166.54,118.79,40.6,17.84880292,205.46,778.18,43.56,148.82,188.84,134.62,19.95426442,200.72,235,259,3306,286,268,4323
250,2.91,16.89,7.03,7.59,9.58,60.8060933,230.53,179.92,5.22,32.94,9.17,14.37,74.96458924,230.08,2,259,3,5,259,12
250,36.98,162.81,105.59,132.45,49.3,21.84857178,211.05,807.64,45.05,177.56,136.62,174.3,16.09482476,206.48,261,259,1349,382,268,2493
250,22.28,96.8,78.22,66.33,26.31,20.3231821,220.53,542.94,22.28,96.8,78.22,66.33,20.3231821,220.53,87,259,985,87,259,985
250,11.19,37.35,37.2,46.58,9.27,15.36365888,223.58,447.99,18.08,55.4,73.55,66.94,15.15646536,218.55,26,259,341,72,259,994
250,24.21,108.55,71.85,69.41,37.58,30.3590729,225.74,598.83,24.21,108.55,71.85,69.41,30.3590729,225.74,126,259,1178,126,259,1178
100,17.57,37.17,21.35,17.59,18.05,46.51162791,223.41,497.31,21.14,48.41,25.54,17.6,58.63462589,222.85,24,130,148,37,130,201
100,6.04,14.36,6.88,4.89,8.64,64.86796785,228.83,922.38,6.04,14.36,6.88,4.89,64.86796785,228.83,3,130,19,3,130,19
100,33.96,67.69,53.7,25.76,36.74,47.48216106,222.54,611.88,38.7,76.61,60.99,30.08,46.18320611,221.72,105,130,248,138,134,337
100,40.46,81.49,58.44,35.37,39.54,39.46948089,211.81,890.39,45.48,91.28,67.7,38.11,41.99096859,211.5,151,130,727,198,130,870
100,50.5,99.21,61.18,58.46,39.34,35.9972584,228.76,235.53,52.02,100.39,63.96,61.11,33.58023596,228.51,184,130,86,188,130,88
100,17.28,17.4,51.99,1.9,44.3,118.7824379,237.95,466.31,21.11,25.52,59.08,2.5,103.4902411,237.74,22,130,107,33,134,149
100,8.69,22.12,4.92,10.59,15.12,76.34865799,225.66,442.64,13.54,35.04,8.09,15.53,79.20218207,222.53,8,130,85,20,130,215
50,36.66,20.86,40.75,17.8,21.46,53.94786551,219.32,900.72,46.82,25.57,54.01,21.82,59.79289941,217.72,89,79,299,145,82,392
50,22.55,43.26,1.63,1.63,41.62,178.9767842,235.5,696.17,23.89,45.41,1.94,1.93,176.4407468,234.23,28,79,119,32,79,136
50,12.53,13.68,3.68,8.47,8.62,58.88501742,236.22,852.16,14.93,16.42,4.51,9.85,60.03898635,235.11,9,79,45,12,82,64
50,56.94,52.78,39.36,31.19,18.7,28.38725371,223.53,380.32,63.52,59.46,44.73,33.4,29.64604986,222.54,155,79,292,194,82,378
50,14.4,11.92,13.62,5.63,7.28,45.813282,229.51,252.22,14.4,6.84,18.19,6.15,75.01603592,228.63,13,79,13,13,79,17
50,18.91,14.63,7.81,18.5,9.33,42.76990718,227.03,821.67,24.55,18.19,15.04,19.93,15.1241535,225.95,22,79,62,39,79,123
100,30.42,57.88,58.31,15.61,41.33,64.46889226,202.43,992.45,32.77,65.47,58.73,17.77,62.44981334,202.92,70,130,933,81,130,1000
160,35.63,78.28,108.46,60.36,40.94,31.67948199,217.4,633.4,38.07,84.32,115.62,64.05,31.39134058,217.5,158,187,720,181,193,808
160,6.51,25.63,9.94,9.53,15.85,70.48780488,225.23,504.2,7.56,28.61,11.79,12.01,63.76645678,224.16,6,187,68,8,193,97
160,8.77,50.32,7.07,3.39,45.2,148.3711747,221.43,597.83,9.29,53.28,7.65,3.45,148.2758621,221.05,11,187,152,12,193,161
100,23.55,39.05,39.74,18.36,20.82,43.30416881,237.07,533.16,23.55,39.05,39.74,18.36,43.30416881,237.07,45,130,163,45,130,163
50,30.39,26.1,14.9,24.83,10.41,32.09782774,221.66,722.58,30.42,26.12,14.92,24.85,32.06859918,221.66,48,79,197,48,79,197
50,33.75,67.99,0.84,0.83,67.14,192.8079242,233.03,664.41,33.75,67.99,0.84,0.83,192.8079242,233.03,62,79,228,62,79,228
100,40.35,63.3,72.55,39,29.68,33.08550186,219.94,727.35,48.33,71.68,88.02,49.73,28.76378742,218.38,135,130,405,191,134,595
50,18.29,29.28,4.53,3.91,25.05,132.873807,237.93,588.97,27.54,41.8,7.92,7.07,120.8135235,235.32,20,79,47,48,79,104
50,37.93,63.97,12.19,6.01,55.1,133.5523914,224.6,601.24,39.36,66.37,12.76,6.13,133.5327234,224.55,75,79,144,80,82,152
50,18.45,26.21,6.11,7.64,19.37,96.77177177,227.82,382.83,20.26,29.1,6.73,8.04,98.9970367,227.2,21,79,39,26,79,50
100,25.74,40.12,42.94,28.45,13.2,23.45977939,226.81,971.79,27.39,42.41,46.83,29.42,25.61941682,225.98,50,130,86,58,134,104
100,25.74,64.79,25.98,15.43,44.96,83.02259887,234.4,696.94,24.68,58.5,29.89,13.44,72.34606697,237.18,67,130,228,60,130,136
50,9.11,6.26,4,8.54,3.93,36.27659574,240.34,837.85,9.59,6.79,4.55,8.43,30.95599393,240.23,4,79,9,4,82,10
50,38.21,61.67,14.4,6.7,51.54,123.5230156,225.83,315.99,41.2,67.2,13.98,8.06,125.9076647,225.64,68,79,116,81,82,130
50,85.84,70.32,74.62,41.03,31.53,33.81190515,219.77,627.52,89.81,71.15,78.35,45.08,30.4964539,219.83,384,79,586,420,79,634
50,46.52,32.6,29.5,38.65,8.03,15.08684864,221.88,925.2,59.06,41.2,37.25,49.48,16.03220511,219,124,79,350,214,79,619
50,52.2,47.16,27.51,38.39,16.67,27.00336105,210.83,733.17,65.23,53,39.52,48.79,16.09935603,211.36,149,79,501,231,82,623
50,15.58,9.55,7.81,16.37,7.84,45.59739105,228.78,618.87,17.27,10.99,9.81,16.59,33.11045734,228.56,14,79,23,18,79,29
50,13.15,22.42,2.35,2.36,20.05,147.9174346,239.92,507.42,25.92,38.56,7.44,7.46,116.3860831,238.42,9,79,18,41,82,59
50,43.45,61.96,16.76,15.4,45.88,97.49256269,228.07,485.25,43.45,61.96,16.76,15.4,97.49256269,228.07,105,79,49,105,79,49
50,17.82,15.6,7.67,15.32,7.76,40.37315367,227.51,594.7,25.92,22.96,10.87,22.3,41.90272582,226.35,15,79,43,33,79,93
250,50.54,249.22,161.22,137.73,100.95,36.39199518,216.74,268.27,52.56,262.29,164.29,143.64,37.99410754,216.55,463,259,1928,500,268,2132
250,29.82,122.64,110.7,74.45,42.35,27.43428961,224.98,632.6,31.21,128.68,115.92,77.58,27.76087901,224.35,138,259,1770,151,268,1953
50,36.35,32.44,20.86,25.43,10.09,23.61234599,229.6,468,39.56,39.71,17.96,28.01,39.04061625,229.24,76,79,28,88,82,40
50,24.57,21.1,18.42,11.16,8.92,33.93843725,240.15,247.26,28.22,23.78,22.57,11.85,38.91752577,240.13,33,79,37,45,82,50
50,59.99,68.31,18.4,43.24,43.03,57.69911504,217.68,983.66,59.99,68.31,18.4,43.24,57.69911504,217.68,211,79,369,211,79,369
50,25.42,47.38,2.53,2.53,44.84,171.0526316,236.38,872.01,39.57,60.12,10.74,10.77,120.9481808,237.57,35,79,87,96,82,111
50,30.24,44,11.32,10.18,33.14,101.5267176,211.43,965.14,30.74,44.04,12.23,10.31,98.43796936,211.94,42,79,325,43,79,321
50,6.61,7.38,3.12,3.12,4.26,62.55506608,241.66,284.45,11.17,10.08,6.48,6.48,31.25,240.84,3,79,3,8,74,16
50,11.73,20.38,2.5,2.51,17.87,140.8034659,227.85,788.24,14.76,24.35,3.8,3.81,128.5669587,227.04,7,79,26,12,79,43
50,6.56,13.34,0.09,0.09,13.25,196.0059172,240.87,311.75,8.74,17.79,0.11,0.11,196.3353692,240.58,2,79,8,4,79,14
50,39.01,71.18,6.66,6.67,64.5,152.6801562,226.85,356.06,39.01,71.18,6.66,6.67,152.6801562,226.85,68,79,81,68,79,81
100,7.45,11.24,10.5,10.5,0.73,4.59057072,230.52,140.68,9.09,14.82,12.28,12.29,12.87128713,230.2,5,130,4,8,134,8
100,19,32.35,22.52,27.41,8.54,17.95089937,226.16,468.72,20.58,32.39,25.12,31.64,15.46831183,225.2,30,130,103,35,134,136
100,31.44,63.53,34.96,37.73,27.07,39.91337542,220.16,504.57,34.4,70.08,37.52,41.46,41.04387495,218.96,99,130,354,124,134,457
100,33.47,59.35,24.36,61.29,35.91,49.6,218.94,827.67,33.47,59.35,24.36,61.29,49.6,218.94,103,130,401,103,130,401
100,9.31,11.01,11.56,17.72,6.45,31.94341028,230.29,231.93,9.31,11.01,11.56,17.72,31.94341028,230.29,8,130,7,8,130,7
100,50.05,68.4,68.31,80.2,11.6,10.92158038,223.74,784.3,54.13,79.3,73.31,81.99,6.253196931,223.48,212,130,425,251,130,484
160,10.98,27.61,20.58,27.89,7.11,18.84858044,219.04,802.98,11.19,26.92,21.55,29.07,16.6236781,220.75,20,187,152,21,187,127
160,46.87,158.58,78.42,88.11,74.7,46.3320107,198.35,814.04,52.61,169.74,95.85,99.37,39.52761947,202.77,271,187,2561,360,187,3277
50,18.24,35.34,1.83,0.46,34.21,181.7432899,239.3,419.03,24.14,44.69,3.52,1.59,169.2168675,238.63,16,79,50,32,79,74
50,22.88,22.3,14.77,12.47,8.91,35.04238999,228.82,794.57,29.49,26.91,17.87,19.08,26.41716254,228.29,23,79,29,37,79,44
50,37.4,51.07,15.35,14.59,35.98,89.12479941,219.12,795.88,44.44,55.66,21.7,18.89,73.48571429,213.9,74,79,201,114,79,423
50,22.88,31.5,8.24,9.81,22.45,90.71644803,224.71,463.84,25.01,32.3,8.81,13.05,78.91432792,225.01,31,79,83,36,82,81
100,83.97,175.34,97.63,91.12,79.15,44.4752671,202.43,908.25,89.08,183.94,102.52,99.82,42.85492389,202.9,773,130,2079,891,134,2322
100,92.99,168.3,132.26,102.69,56.34,25.20768754,200.18,1133.6,92.99,168.29,132.26,102.69,25.20335284,200.18,805,130,2786,805,130,2786
250,24.29,109.45,91.46,62.28,40.98,29.00946085,223.53,326.7,25.63,117.74,91.67,68.29,27.19481455,222.72,109,259,375,118,259,428
100,23.81,35.73,40.6,26.81,12,22.01861547,222.59,829.17,29.59,45.58,47.51,35.08,17.89030194,217.89,60,130,278,104,134,579
100,35.55,84,25.14,44.88,51.6,63.61511492,224.84,415.59,38.49,79.94,32.34,54.48,43.81146558,225.55,125,130,162,145,134,185
100,28.5,50.53,45.51,27.45,21.02,33.31443842,227.05,316.88,30.12,52.44,49.84,28.23,35.10842081,226.13,71,130,114,80,134,134
250,23.69,108.78,84.31,63.61,39.06,27.12894429,229.01,190.15,25.95,120.39,85.51,75.3,28.43883357,228.63,81,259,95,98,268,117
100,22.67,40.91,28.83,28.45,12.16,24.99236175,222.99,697.38,33.7,55.38,50.89,39.73,18.3630137,221.85,48,130,199,122,134,383
100,33.43,70.3,62.29,12.28,54.17,74.57030441,220.01,729.06,38.46,77.11,69.65,19.87,64.22612975,219.88,86,130,293,115,134,397
100,11,19.55,18.5,9.59,9.49,39.60957179,226.93,732.5,14.13,25.16,24.95,11.08,45.67739827,226.27,12,130,43,19,134,64
100,32.77,54.13,47.7,40.12,12.04,15.20958084,225.25,870.67,40.18,71.49,55.93,46.67,23.19489919,223.38,97,130,166,149,130,273
100,17.96,19.82,25.41,32.56,10.93,25.56883918,219.58,791.74,43.27,61.18,53.07,73.26,17.20974881,207.57,29,130,230,183,130,1059
100,31.79,40.53,45.04,45.59,4.53,7.296431839,233.09,768.24,49.5,64.32,72.16,67.78,5.982571233,227.92,85,130,387,204,134,911
160,44.37,118.69,112.32,76.75,38.62,25.18520925,225.85,281.01,45.91,118.52,120.36,79.54,25.06123987,225.81,268,187,379,286,193,398
160,54.2,129.39,123.09,123.49,5.4,3.244939756,214.44,623.96,55.65,138.97,125.68,121.45,7.97979798,212.48,350,187,1083,368,193,1192
250,21.61,78.44,62.64,93.07,26.08,19.743754,226.85,253.09,22.73,78.77,67.74,99.75,21.5179079,226.58,64,259,184,71,268,209
250,35.06,170.44,110.23,99.43,65.81,34.52249408,220.15,589.62,35.94,175.59,112.68,101.32,35.21137606,220.26,204,259,785,213,268,797
100,32.67,49.55,38.98,52.99,12.72,17.36856981,226.66,244.38,37.95,58.84,48.31,57.27,11.85378908,225.1,89,130,157,123,134,242
250,4.67,13.65,13.83,23.06,9.31,36.88167788,228.66,245.69,6.74,20.43,19.39,33.21,36.42338765,228.39,4,259,24,9,268,43
250,12.36,61.97,37.67,34.23,25.87,38.87353403,216.35,544.49,15.13,81.19,44.9,37.74,48.67240432,213.09,30,259,571,49,259,894
250,13.58,78.32,38.34,30.45,44.31,59.71721841,220.76,344.77,20.73,96.5,73.48,54.59,28.9130338,220.88,37,259,220,91,259,274
100,44.83,99.99,63.18,31.12,59.3,54.3929178,213.84,832.13,49.53,109.51,70.68,34.46,53.05380853,214.43,187,130,797,227,134,942
100,39.09,74,31.1,64.27,38.73,44.91350298,228.41,162.12,42.86,79.4,33.14,73.19,46.47068325,228.41,146,130,99,171,134,117
100,10.53,15.02,15.2,13.19,1.93,8.845888044,241.56,513.73,12.77,18.64,18.2,15.81,9.914529915,241.31,10,130,2,15,134,4
100,2.73,8.03,1.61,1.61,6.42,114.1333333,242.2,305.93,4.88,14.72,2.71,2.71,119.265144,241.96,1,130,1,3,130,4
100,17.29,46.56,11.92,16.4,32.45,86.53846154,205.48,714.35,25.83,50.12,27.44,34.34,34.36997319,214.9,30,130,512,70,130,424
100,48.38,63.77,97.6,48.27,42.95,39.66800229,209.19,879.65,51.88,68.7,103.67,52.46,38.33118356,208.03,190,130,1034,236,134,1272
100,12.09,28.08,7.54,16.76,17.79,60.82474227,223.65,532.73,13.14,28.69,9.55,18.66,51.26537786,224.45,12,130,106,14,130,98
100,42.91,81.84,52.28,51.84,29.99,32.0283932,215.75,785.03,42.91,81.84,52.28,51.84,32.0283932,215.75,146,130,814,146,130,814
100,29.6,54.24,55.48,18.53,36.16,56.65497076,212.91,843.15,30.78,54.3,59.9,19.15,56.91788526,211.99,73,130,620,78,134,681
100,3.56,6.59,3.92,4.89,2.33,28.37662338,228.65,577.82,3.97,6.48,4.55,6.17,20.63953488,228.04,1,130,10,1,130,13
100,21,44.2,17.84,28.92,22.84,45.77836412,219.66,947.71,26.96,66.21,17.86,32.72,70.07449268,213.69,36,130,193,62,130,424
100,42.44,89.97,54.37,39.54,44.55,46.78594736,221.14,268.32,45.84,93.62,62.58,42.44,41.39146194,220.99,147,130,491,165,130,539
50,10.95,17.89,2.35,2.35,15.52,137.5830013,237.68,1069.15,10.95,17.89,2.35,2.35,137.5830013,237.68,6,79,41,6,79,41
50,43.09,51.47,33.52,8.35,37.02,73.16263124,217.39,836.76,53.18,59.75,40.06,15.4,59.8993143,214.91,107,79,408,172,79,545
50,24.43,11.68,14.56,26.66,13.74,51.19092628,225.2,818.28,29.38,12.95,18.79,31.9,50.37712131,224.03,31,79,101,47,79,124
100,23.91,49.44,33.35,20.77,24.87,43.22132097,218.49,953.36,30.72,66.02,39.1,27.99,48.79423034,212.49,56,130,251,92,130,478
160,47.74,134.87,99.49,96.77,36.03,22.1906804,205.46,942.82,49.92,141.22,105.96,99.1,22.34607832,203.07,265,187,2608,290,193,2993
250,7.03,44.33,23.28,8.48,31.14,74.77986595,227.76,272.16,7.5,48.87,23.26,9.09,80.50972667,227.82,7,259,42,8,259,42
50,30.01,26.5,17.72,17.68,8.76,28.43295638,237.46,688.55,39.88,34.34,23.47,24.46,25.22183056,236.02,47,79,83,89,79,151
50,37.35,38.83,17.78,24.27,18.45,44.02818991,218.78,685.14,38.11,41.2,17.79,23.55,49.7455779,218.77,87,79,245,89,82,242
50,13.95,12.04,9.85,8.3,3.25,19.64226565,228.38,503.4,16.14,13.82,11.5,9.64,18.59267735,228.09,11,79,25,15,82,33
50,10.15,7.72,6.1,7.11,1.41,12.56569517,240.88,608.09,16.63,12.79,10.89,10.62,11.86588921,240.35,7,79,17,20,79,35
50,18.33,24.3,5.23,10.17,17.14,83.62720403,227.96,445.73,40.38,46.71,17.38,23.38,60.20349834,225.64,20,79,26,106,79,111
50,16.08,9.33,25.44,0.05,22.1,119.1843768,213.6,1013.32,25.44,18.1,34.7,2.28,88.99782135,208.04,13,79,217,33,82,446
50,8.69,13.11,2.4,2.4,10.7,119.5979899,240.26,716.34,14.78,18.19,6.14,6.15,79.03543307,238.15,4,79,5,13,79,23
50,10.55,7.9,6.93,6.93,0.97,8.915441176,242.13,155.36,11.34,8.2,7.59,7.59,5.218135158,242.17,6,79,4,6,79,3
100,10.19,14.79,21.41,5.85,13.47,58.26397146,238.64,750.91,20.83,28.12,41.13,16.67,43.6103352,234.5,9,130,46,44,130,216
100,37.74,78.68,58.07,26.8,44.96,50.84072149,213.63,886.89,43.49,88.67,66.74,33.04,47.40249403,212.13,131,130,742,175,134,943
50,122.98,105.2,88.54,72.77,27.41,18.4195715,214.39,1259.27,139.93,117.49,110.06,75.74,25.08160506,212.17,543,79,1466,539,82,1934
50,3.89,6.47,0.97,0.97,5.5,130.7966706,227.17,663.01,4.14,7.2,0.88,0.88,141.0714286,226.79,1,79,13,1,82,17
50,5.8,2.9,6.16,2.9,3.26,54.51505017,242.04,166.02,6.95,3.86,6.61,3.86,38.38101884,242.03,2,79,1,3,79,1
50,59.56,48.16,33.48,47.36,14.21,22.13953488,224.66,297.18,60.57,48.97,36.18,46.05,17.27134146,225.39,196,79,194,198,79,181
50,17.69,17.55,11.97,8.77,7.7,37.50326456,230.07,162.05,17.69,17.55,11.97,8.77,37.50326456,230.07,20,79,10,20,79,10
50,7.2,4.64,4.42,6.53,2.01,25.65747274,230.13,732.42,8.57,5.11,5.65,7.79,25.98382749,229.98,2,79,4,3,82,6
50,17.87,29.82,3.52,3.52,26.28,142.7021161,239.13,295.41,38.54,41.69,18.87,18.93,57.34054598,238.51,18,79,42,86,82,125
50,38.56,39.71,23.74,20.06,18.01,42.65357442,221.03,993.66,41.54,39.26,27.07,23.63,30.92485549,220.08,74,79,260,93,82,309
50,65.56,90.97,37.13,13.93,68.07,92.14954587,217.47,353.01,74.1,105.08,40.7,14.79,96.32559009,215.65,255,79,433,323,82,585
50,11.83,21.14,1.62,1.62,19.51,160.1312551,239.74,479.61,14.73,22.3,4.03,4.04,120.2831742,239.75,10,79,25,16,79,26
50,12.51,13.29,10.04,3.76,8.38,58.36101883,229.38,799.23,21.87,21.08,15.93,10.35,34.43834459,229.15,9,79,16,26,74,27
50,23.67,14.08,20.52,14.22,6.36,26.09586235,240.47,648.01,26.43,16.81,21.88,15.82,20.41827188,240.53,36,79,22,45,82,28
50,38.12,29.27,28.36,24.92,3.91,9.436705027,223.96,716.57,67.21,50.29,50.91,44.4,8.516483516,222,74,79,133,259,82,450
250,17.17,61.14,55.9,69,11.12,11.26639432,209.35,988.41,17.17,61.14,55.9,69,11.26639432,209.35,52,259,980,52,259,980
50,18.97,37.64,0.69,0.8,36.89,188.5765397,238.34,674.33,19.73,37.77,1.37,1.55,178.4713689,237.65,19,79,52,22,79,57
50,69.99,73.43,37.51,40.67,34.09,45.30044192,211.65,641.44,69.99,73.43,37.51,40.67,45.30044192,211.65,248,79,499,248,79,499
50,52.41,58.6,27.65,27.26,30.89,54.87622236,211.8,1181.55,66.31,75.94,35.38,32.32,58.60484545,208.05,148,79,444,239,82,729
100,37.43,39.63,59.07,55.73,17.51,23.01366315,230.58,581.33,40.59,46.62,59.22,61.66,16.50149254,230.55,122,130,655,156,134,777
100,33.34,72.47,30.01,35.09,40.47,58.03590899,223.13,1088.24,39.09,89.96,36.9,34.45,67.30518877,222.98,91,130,538,130,130,756
100,38.46,64.52,52.48,49.62,13.59,16.16852719,227.65,237.25,42.98,71.16,56.11,58.96,14.63244375,227.05,116,130,184,146,134,238
100,45.11,81.51,66.67,47.31,28.88,27.39782086,208.34,1017.15,61.71,110.23,85.62,71.61,23.64091827,203.46,174,130,920,353,130,1649
160,39.71,95.92,96.2,83.24,12.54,9.311446833,212.62,1067.19,43.87,103.73,109.47,91.04,10.22876676,210.25,199,187,1130,239,193,1369
50,19.31,10.17,30.42,1.23,25.82,118.2209469,218.28,550.98,22.71,12.02,36,1.17,119.5568205,216.49,22,79,198,30,82,267
50,47.12,51.02,16.93,34.11,29.44,50.23515579,218.18,611.26,58.33,62.03,23.57,40.76,47.2697056,216.08,125,79,297,190,82,456
160,39.81,103.32,92.11,80.67,19.34,12.34697573,220.19,432.24,41.62,109.16,99.33,80.16,16.68803049,218.89,221,187,961,247,193,1127
50,15.3,17.1,14.85,1.18,14.85,89.3148204,226.98,550.51,18.18,19.5,16.04,3.82,70.88414634,226.12,12,79,44,18,82,60
50,62.18,51.41,51.87,31.42,19.99,30.02227171,213.68,734,67.11,60.17,48.17,37.04,24.16425918,217.24,226,79,678,262,82,768
50,26.07,10.65,20.9,22.22,10.97,40.58024921,238.04,383.89,30.32,13.33,22.34,26.86,36.04669759,237.93,33,79,77,47,79,99
100,36.89,74.59,51.41,33.83,34.73,40.00500532,202.39,1102.15,39.53,78.98,54.51,37.77,38.35104519,201.32,118,130,997,135,134,1112
100,39.49,71.06,45.46,54.58,22.33,24.59380479,217.5,1087.25,45.96,80.91,56.89,61.35,21.88300276,213.5,122,130,676,173,130,980
100,35.99,79.24,41.95,34.77,41.01,52.42369838,214.64,828.33,49.54,113.54,53.44,47.73,58.64188906,209.03,122,130,510,236,130,994
100,42.33,82.21,62.71,38.5,37.68,37.02976775,212.43,882.58,43.84,84.65,63.28,42.03,33.68603917,213.05,162,130,966,172,134,1018
100,36.45,64.34,67.82,25.75,40.29,51.07972896,227.6,228.98,39.5,68.24,75.27,27.67,51.50718542,227.43,101,130,128,118,134,154
100,21.17,43.58,26.25,21.86,19.79,42.58915912,222.74,935.1,23.96,48.75,30.18,24.87,40.89595376,221.6,41,130,211,54,130,279
100,45.13,98.45,50.65,46.48,49.57,51.01237345,210.34,738.85,63.05,138.93,68,66.39,52.49158496,201.75,186,130,791,361,134,1613
100,57.43,132.82,67.7,48.42,75.86,60.0626657,214.55,446.59,57.43,132.82,67.7,48.42,60.0626657,214.55,330,130,730,330,130,730
100,34.99,76.86,40.69,34.05,39.76,52.09762533,221.57,612.41,36.66,78.73,44.25,35.87,48.68744098,220.79,115,130,446,126,130,523
100,23.26,50.95,30.03,19.77,27.55,51.71215881,208.95,1239.76,28.05,60.35,37.18,23.99,48.98782093,207.42,51,130,422,74,134,547
100,21.72,42.2,38.85,13.06,27.44,58.36786739,223.42,797.81,35.78,65.52,61.73,27.79,46.22678019,219.91,42,130,164,121,134,397
100,39.85,83.09,37.51,43.85,42.34,51.57798723,228.18,849.47,45.05,84.43,45.67,55.82,36.23601549,226.55,128,130,559,171,130,765
100,25.05,24.13,50.09,34.32,22.55,38.44665561,227.28,292.8,25.51,23.13,53.02,34.37,43.91965255,227.01,64,130,82,67,134,93
100,14.31,19.98,20.76,21.21,1.09,3.244552058,227.3,646.71,23.55,33.31,34.68,34.01,2.029411765,226.72,21,130,33,61,130,68
100,13.78,17.14,21.74,20.81,4.17,13.85491707,226.39,454.66,14.42,13.48,27.05,21.94,35.26492717,226.95,18,130,36,19,134,37
100,44.16,67.79,77.41,46.18,27.49,27.60999059,221.95,459.08,60.75,95.19,101.27,66.82,23.86052871,220.27,172,130,331,350,130,586
100,32.19,44.76,36.85,51.18,12.34,16.74824912,234.25,554.1,37.53,59.14,44.87,50.85,14.5679969,235.53,97,130,179,131,130,220
100,12.05,16.13,16.16,19.91,3.73,14.42528736,225.72,747.08,17.64,23.44,25.58,27.4,7.982203612,224.3,11,130,56,27,134,109
50,5.83,6.85,3.22,2.56,4.01,62.70783848,230.73,74.03,6.32,6.97,3.61,3.09,52.96269203,230.72,2,79,1,2,79,1
50,10.93,19.48,1.53,1.53,17.94,159.2724046,235.41,656.24,12.63,22.85,1.6,1.6,163.1477927,234.11,7,79,48,9,82,67
50,12.93,8.39,9.2,10.41,1.72,11.53571429,226.47,892.57,15.25,10.09,10.62,12.31,11.8413083,225.99,10,79,35,13,82,46
50,18.32,27.1,8.56,4.02,21.18,104.8891129,221.68,873.97,20.57,30.72,8.98,4.84,106.9151325,220.86,18,79,115,23,82,144
50,28.71,15.9,18.02,28.25,11.32,36.31976838,222.69,465.33,32.25,20.51,16.93,32.4,39.17525773,221.19,38,79,127,49,82,174
50,6.31,5.31,4.81,3.55,1.57,22.09217264,230.38,494.36,10.42,9.39,7.34,5.82,24.92239468,229.82,2,79,2,6,74,4
100,66.97,113.03,81.88,95.38,26.31,16.81077543,203.31,1151.13,81.23,137.82,101.56,112.8,17.40019308,197.8,395,130,2096,579,134,3117
160,8.12,23.26,10.75,22.24,12.03,42.66666667,229.57,264.71,9.79,28.17,12.4,27.27,45.16509434,229.37,9,187,15,12,193,19
160,14.81,43.03,24.48,35.14,16.1,28.45591817,228.97,188.84,17.55,50.95,28.73,41.93,29.12589425,228.59,29,187,38,39,193,55
160,4.41,14.08,12.83,2.16,11.33,77.70897833,241.22,126.75,4.82,16,14.07,1.74,83.59006602,241.19,3,187,13,3,193,16
160,18.55,31.33,64.51,32.75,32.42,50.50159421,227.87,206.2,20.37,33.63,72.77,34.79,54.62143211,227.49,44,187,55,52,193,69
