KVA,Load_percent,Ia,Ib,Ic,In,UB_percent,Min_V,Max_dis,Load_peak,Ia_PEAK,Ib_PEAK,Ic_PEAK,UB_PEAK_percent,Min_V_peak,Copper_Loss,Core_Loss,Line_Loss,Copper_Loss_PEAK,Core_Loss_PEAK,Line_Loss_PEAK
50,27.66,56.68,0.2,0.2,56.48,197.8976875,231.81,872.44,27.66,56.68,0.2,0.2,197.8976875,231.81,40,79,173,40,79,173
50,9.75,11.54,7.7,0.87,9.35,87.0213824,239.83,240.18,12.82,16.45,8.79,1.21,86.57844991,238.83,6,79,18,10,82,35
50,31.39,29.21,18.2,20.56,9.97,28.92452553,219.7,977.14,41.64,40.66,23.49,26.04,35.24781018,214.07,50,79,146,87,79,309
50,36.69,60.77,10.98,7.72,51.4,129.4073235,219.47,1035.51,45.85,67.31,17.25,14.77,103.2920568,214.43,71,79,223,123,82,412
250,30.68,141.14,107.48,83.89,49.62,27.34053111,227.41,210.28,31.54,146.75,105.18,89.94,28.7770205,227.45,133,259,192,140,268,206
250,20.9,111.4,59.56,55.48,53.87,47.58876524,228.47,165.17,22.16,121.24,61.47,57.42,51.46795486,228.26,57,259,70,65,268,82
250,20.1,64.88,76.7,76.22,11.44,10.63360882,222.7,599.78,20.1,64.88,76.7,76.22,10.63360882,222.7,81,259,588,81,259,588
160,56.85,151.49,132.87,110.08,35.37,16.27623973,215.66,446.01,57.5,157.77,126.1,115.06,18.64487504,215.14,469,187,1520,486,193,1634
160,7.9,22.48,20.28,12,9.56,34.25858291,230.59,125.86,8.76,27.22,21.75,11.73,42.02635914,230.52,8,187,5,10,193,7
160,14,44.15,29.68,23.17,18.58,36.54639175,228.49,178.22,14.73,44.29,31.56,26.24,30.14986776,228.4,26,187,75,28,193,89
100,18.9,35.93,21.41,24.51,13.22,31.69211973,229.71,390.14,19.09,34.18,22.63,25.86,24.03532116,229.55,25,130,21,26,134,23
50,57.46,49.08,53.1,22.28,28.53,46.29599871,216.58,956.65,78.92,68.12,70.36,32.5,42.97578664,212.19,201,79,525,394,79,907
50,28.41,45.73,10.09,2.79,39.8,134.0726838,234.76,968.53,28.41,45.73,10.09,2.79,134.0726838,234.76,42,79,115,42,79,115
50,94.19,89.03,36.59,78.47,48,46.21490519,214.52,855.9,95.62,92.65,35.45,79.11,48.67525699,214.83,440,79,714,455,82,728
100,18.9,34.14,17.72,29.99,14.43,35.05192425,217.97,994.22,28.59,58.86,21.42,43.57,48.11465482,207.81,31,130,341,74,130,868
100,46.77,100.84,53.33,48.5,49.95,49.26728179,215.11,869.35,53.14,115.77,61.6,52.92,50.8141908,213.39,168,130,611,213,134,769
160,52.82,152.77,115.87,97.81,47.78,25.06753991,218.47,883.29,56.53,165.5,120.25,106.46,26.59034701,217.72,325,187,1134,372,193,1279
50,35.22,60.12,7.47,5.08,53.85,148.19045,237.19,526.98,37.9,64.38,8.18,5.64,146.9820972,237.05,64,79,113,74,82,125
50,20.01,40.91,1.21,1.21,39.7,183.244865,223.75,788.57,23.15,45.01,2.56,2.58,169.2522433,222.82,22,79,122,32,79,160
50,6.17,6.47,3.13,3.13,3.34,52.47446976,241.64,307.14,8.09,8.32,4.18,4.18,49.64028777,241.46,2,79,4,4,82,6
50,13.65,10.52,16.92,2.12,12.77,78.48443843,225.22,746.23,26.95,24.35,22.59,11.41,41.33676093,219.94,12,79,70,47,82,188
50,8.47,8.66,4.61,5.08,3.84,41.58038147,230.68,71.03,8.81,9.49,5.42,4.15,49.37040923,230.65,4,79,2,4,82,2
50,47.47,40.99,22.75,39.08,17.43,33.62186345,221.3,911.08,57.29,49.13,28.76,46.2,30.46982029,220.52,137,79,236,196,82,319
50,16.58,13.7,9.91,12.29,3.3,17.18662953,227.41,616,19.46,16.18,9.73,16.22,30.71445526,226.83,15,79,45,24,82,61
50,19.81,17.57,12.72,12.6,4.87,22.8957799,223.57,1453.5,36.07,29.97,24.28,23.87,15.0921659,219.27,24,79,119,88,82,411
100,50.29,84.77,61.04,72.13,20.42,16.68807929,211.79,988.77,67.66,115.88,83.87,93.53,18.53518822,206.45,204,130,1039,383,134,1875
100,25.6,42.98,42.76,25.15,17.51,31.9595996,221.65,679.03,25.76,43.84,42.46,25.3,31.98924731,220.4,59,130,295,60,134,344
100,43.07,62.27,58.58,65.76,6.42,5.824982584,218.43,1140.21,48.07,67.67,66.98,73.63,6.054349914,216.96,157,130,400,191,134,522
100,12.91,24.74,18.53,12.64,10.49,32.74906099,227.98,271.19,12.91,24.74,18.53,12.64,32.74906099,227.98,13,130,32,13,130,32
100,21.48,38.35,24.19,30.49,12.24,23.66978394,227.85,219.28,21.7,45.69,21.99,26.34,45.78813019,227.38,40,130,71,43,134,89
100,26.66,37.99,42.85,29.15,11.83,20.49277207,237.29,610.91,32.6,46.12,50.04,38.35,14.46732585,236.3,59,130,146,87,134,228
100,47.52,92.48,61.83,51.62,36.43,34.72539212,212.98,1215.38,58.06,102.44,86.75,62.47,25.53047763,209.57,196,130,800,299,130,1255
160,12.83,27.54,30.5,30.91,3.18,7.116357504,229.37,211.57,12.83,27.54,30.5,30.91,7.116357504,229.37,23,187,39,23,187,39
160,36.24,130.15,45.94,75.24,72.26,55.35351928,211.4,1002.88,39.63,135.39,57.6,81.89,47.76266007,209.21,147,187,851,173,193,1049
160,24.26,70.38,33.93,63.91,33.14,39.48995363,220.91,764.66,24.72,66.1,36.74,68.54,35.68677792,221.64,69,187,491,71,187,485
160,32.61,74.45,58.13,82.78,21.51,19.02395988,228.48,1230.81,37.06,83.35,63.9,97.51,21.67837882,224.65,126,187,555,164,193,757
160,54.97,144.55,124.59,112.22,27.91,13.71145374,206.55,861.88,57.32,149.32,131.31,117.07,12.63766658,205.26,359,187,2033,392,193,2272
50,12.55,23.2,1.34,2.64,21.22,156.0706402,226.78,675.23,14.34,26.29,1.64,3.12,154.0096618,226.32,7,79,38,9,82,49
100,40.96,94.55,61.54,21.42,63.18,63.79922258,224.02,461.34,48.8,112.13,75.67,23.7,66.38297872,222.89,150,130,372,210,134,542
100,23.66,36.91,36.18,29.42,7.09,13.90108282,220.54,1091.68,27.93,43.26,42.14,35.58,11.77054059,217.92,53,130,341,79,130,504
100,57.34,130.7,59.28,58.56,71.01,57.76132614,210.83,991.79,59.93,141.8,61.1,56.9,63.74133949,209.47,261,130,989,286,134,1096
100,2.76,5.37,4.51,1.48,3.54,60.91549296,241.3,655.35,3.08,6.26,4.25,2.21,47.87735849,241.13,1,130,3,1,130,5
160,46.89,126.73,90.66,92.39,34.79,22.72903351,227.95,853.75,48.84,131.27,89.78,101.62,22.0472929,228.06,264,187,1279,294,193,1408
50,28.93,30.12,28.68,0.88,28.13,95.57640751,229.6,1058.48,38.52,39.19,37.88,2.39,90.976592,227.34,38,79,198,70,79,344
50,27.08,18.37,17.57,22.7,4.76,16.13233288,226.67,793.19,35.66,23.88,23.89,29.46,14.43739479,225.97,43,79,67,73,82,116
50,31.71,25.6,23.85,19.22,5.7,16.03320227,227.64,565.79,35.36,27.58,27.95,21.04,17.56562622,227.24,54,79,82,67,82,104
50,39.37,42.28,20.9,22.09,20.81,48.75102615,225.08,533.44,42.12,44.77,22.42,24.04,47.22130878,224.87,71,79,124,83,82,140
50,42.62,23,30.88,38.42,13.28,25.24377031,226.29,736.39,49.67,27.28,34.8,45.51,26.89841063,225.08,93,79,115,129,82,186
50,8.15,6.45,5.18,5.18,1.27,15.11005354,241.22,424.02,16.86,14.99,9.88,9.89,29.37284235,239.84,4,79,11,20,82,44
160,19.17,57.44,34.72,40.74,20.34,29.66139955,228.63,303.96,21.33,64.89,36.21,46.78,31.64051934,228.32,39,187,76,48,193,91
160,6.77,15.3,16.72,14.89,1.64,6.928160307,226.63,456.85,7.85,18.29,19.56,16.55,8.731617647,225.99,5,187,82,6,193,112
160,7.9,22.9,12.13,17.12,9.34,31.73537872,240.39,640.53,8.47,24.81,14.26,16.8,33.21997494,240.27,7,187,19,9,187,25
160,9.49,25.33,18.62,21.81,5.85,15.55656934,225.78,891.53,10.22,26.27,19.89,24.67,15.75603558,223.31,11,187,58,12,187,83
160,49.11,114.55,116.48,109.6,5.54,3.472976543,193.8,1000.83,56.41,129.48,135.3,126.57,3.717899578,188.47,320,187,3356,423,193,4362
160,23.75,50.64,65.27,48.73,15.51,18.93221574,222.85,470.27,24.47,51.28,67.79,50.56,19.89034958,222.22,74,187,390,79,193,418
250,6.41,22.24,21.68,25.46,3.52,10.08936293,228.71,514.31,13.31,48.29,47.2,48.7,1.796241071,226.75,9,259,54,44,268,260
100,30.83,75.32,44.04,14.24,52.96,69.13173653,207.14,814.64,35.11,84.98,48.83,18.34,67.55833059,202.02,84,130,584,114,130,828
50,12.9,20.04,3.94,3.95,16.08,115.2524168,226.65,742.08,16.99,24.66,6.05,6.06,101.1966277,225.85,9,79,25,15,82,36
50,51.58,57.06,25.84,28.82,29.73,53.22234157,223.09,1047.11,60.44,65.65,29.65,35.63,50.42389063,221.91,129,79,218,177,82,306
50,52.65,36.95,55.31,21.78,28.7,45.50157839,212.51,1034.8,82.43,57.58,80.03,40.97,34.44394669,211.43,170,79,700,441,82,961
50,39.55,55.34,19.54,10.79,40.79,93.7901249,224.2,758.75,47.09,60.35,28.44,13.21,77.5,223.03,97,79,174,140,79,245
50,73.38,68.32,51.97,38.67,25.48,28.93809763,222.97,395.87,80.97,79.31,53.42,42.69,35.63447725,222.17,276,79,296,335,82,380
100,9.73,28.83,9.54,3.75,22.72,105.3418803,215.73,930.73,9.73,28.83,9.54,3.75,105.3418803,215.73,8,130,191,8,130,191
100,44.05,63.3,61.59,66,4.08,3.72465818,202.94,1420.15,49.98,70.63,73.53,72.41,2.160964122,200.9,194,130,968,254,134,1227
100,41.33,95.21,45.12,38.78,53.4,59.47183295,221.97,670.8,41.33,95.21,45.12,38.78,59.47183295,221.97,147,130,328,147,130,328
160,11.82,40.24,19.17,22.48,19.51,47.41726707,222.99,792.65,14.01,44.66,25.02,27.42,37.98146241,222.5,16,187,185,23,187,262
50,45.52,86.37,3.79,3.78,82.54,175.8249947,226.1,761.1,52.3,98.82,4.57,4.57,174.6017043,224.3,109,79,390,150,79,521
50,40.95,30.55,28.7,29.42,1.65,3.360775911,227.83,567.54,44.2,31.05,32.07,32.6,2.684914333,227.65,95,79,79,109,82,91
160,28.09,78.12,61.61,55.03,19.82,20.33271719,221.81,600.98,36.33,95.22,86.83,69.9,16.76920024,219.99,91,187,415,155,187,651
50,37.8,21.75,28.72,31.39,8.6,20.29074029,226.54,468.25,51.18,28.65,39.9,42.29,22.45579213,225.47,79,79,109,155,79,203
100,67.46,90.77,112.29,89.33,21.74,15.21255857,207.88,861.74,74.59,99.18,129.56,94.61,20.20411319,206.04,376,130,1266,462,134,1577
100,20.27,35.35,35.14,17.32,17.92,40.8267851,222.73,988.19,23.47,42.8,37.49,21.36,36.9601574,222.41,36,130,118,50,130,184
160,32.69,111.32,59.4,55.92,52.49,47.35262972,192.72,718.81,32.69,111.32,59.4,55.92,47.35262972,192.72,149,187,2284,149,187,2284
250,33.12,204.8,98.67,55.61,129.49,71.10393227,193.57,613.5,33.12,204.8,98.67,55.61,71.10393227,193.57,189,259,4292,189,259,4292
160,4.22,6.77,11.13,11.32,4.44,30.49281314,229.53,543.96,6.32,10.67,14.63,18.46,26.85100548,228.54,2,187,11,6,187,27
50,8.59,2.46,2.4,12.84,10.4,117.6271186,241.61,530.71,11.7,5.23,6.6,12.3,52.92167426,239.6,4,79,7,9,82,16
100,13.71,59.11,0.15,0.15,58.95,198.4851035,216,1151.07,17.2,73.8,0.36,0.37,197.0615859,214.41,16,130,315,26,134,480
100,34.34,79.79,42.91,26.1,47.19,60.86693548,205.99,1290.64,40.47,83.93,61.87,29.56,49.42974453,202.59,92,130,766,135,130,966
100,26.39,63.72,16.09,29.08,42.67,75.55331068,222.63,1261.3,36.71,77.98,33.62,39.88,54.43622921,221.92,58,130,508,123,134,704
100,47.98,121.08,58.04,28.86,81.01,74.65140879,207.65,975.47,55.4,143,65.62,31.51,78.6532295,200.58,198,130,1541,270,130,2273
100,21.78,38.15,26.71,29.47,10.33,21.3293756,225.22,787.44,21.78,38.15,26.71,29.47,21.3293756,225.22,41,130,149,41,130,149
100,19.27,35.7,14.77,33.02,19.51,46.92777578,224.56,618.18,19.27,35.7,14.77,33.02,46.92777578,224.56,28,130,179,28,130,179
250,25.04,102.08,89.09,80.14,18.67,12.87457152,204.98,1173.39,30.74,122.72,111.95,98.47,11.32556883,192.79,113,259,1711,179,259,3359
100,17.5,28.84,18.13,25.2,9.44,24.63627546,237,577.18,19.05,39.01,16.55,23.02,48.93102571,234.91,27,130,96,33,130,136
100,7.32,29.16,0.82,0.21,28.65,189.7648228,237.41,834.6,10.72,42.34,0.94,0.94,187.2455902,231.86,5,130,36,10,130,103
160,6.58,12.73,22.7,10.2,11.43,49.24391847,229.88,149.41,7.37,14.88,25.02,11.18,46.94596711,229.82,6,187,13,6,187,15
100,9.38,13.85,12.14,12.71,1.51,7.364341085,239.99,771.88,14.94,18.84,24.86,17.93,21.01249392,236.78,8,130,44,20,121,107
160,47.04,133.33,144.41,48.59,87.99,55.33049367,210.21,788.76,57.77,155.14,180.91,64.85,51.4716887,210.77,252,187,1595,387,193,2191
100,37.36,70.08,33.98,50.11,31.08,36.36894337,239.71,262.24,38.35,67.7,36.25,54.28,31.27093472,239.65,113,130,114,119,134,117
100,33.01,78.62,29.35,35.06,46.6,64.90246801,220.42,520.96,35.67,88.24,28.66,37.67,71.2622113,219.62,102,130,316,117,134,370
100,13.47,26.08,13,19.25,11.37,34.13337905,225.72,410.08,18.22,44.16,11.54,23.22,67.86619361,224.83,16,130,81,30,130,106
100,20.32,31.41,25.82,30.78,5.25,11.98727417,226.14,390.83,21.01,27.24,29.03,34.75,14.53526697,227.05,35,130,105,37,134,101
160,42.62,132.77,95.8,67.01,56.29,34.75539617,220.28,728.53,44.56,135.78,105.13,68.17,33.83266468,220.64,203,187,856,224,193,946
160,5.1,16.99,5.29,13.03,10.31,55.05522515,230.49,126.91,5.1,16.99,5.29,13.03,55.05522515,230.49,4,187,3,4,187,3
160,27.24,96.48,48.94,43.48,50.38,53.223928,220.71,580.11,28.82,101.26,53.28,45.27,52.03443271,220.06,95,187,656,107,193,763
160,25.72,71.75,75.9,30.69,42.76,48.37389256,212.12,1198.45,29.09,84.95,83.03,33.69,49.883473,209.21,92,187,938,119,193,1223
160,37.98,124.34,72.79,66.24,53.62,41.63344344,206.83,1127.56,42.35,139.66,79.62,74.47,42.63148936,203.1,177,187,1341,218,193,1742
160,65.29,183.78,142.75,126.55,49.1,21.68711927,210.38,539.36,67.68,190.48,146.53,132.7,21.65804433,210.07,555,187,2275,596,193,2500
50,51.97,76.11,17.52,18.95,57.7,102.8157754,219.72,506.26,51.97,76.11,17.52,18.95,102.8157754,219.72,163,79,349,163,79,349
50,86.47,65.32,52.18,69.84,15.33,16.44069606,212.21,701.89,92.03,69.46,57.55,72.38,13.41090325,212.38,382,79,818,433,82,878
160,23.63,83.02,36.4,44.43,42.59,52.00488251,221.47,266.51,23.63,83.02,36.4,44.43,52.00488251,221.47,81,187,391,81,187,391
100,22.11,46.8,24.67,24.3,22.27,46.60123212,227.6,344.53,25.4,53.04,29.27,27.73,44.60196292,227.62,43,130,85,56,134,109
50,37.89,34.49,25.36,22.22,11.01,26.07530157,227.95,227.36,83.73,68.23,58.54,54.63,12.83902977,226.05,87,79,70,426,82,354
100,21.02,35.51,35.55,19.99,15.46,34.13509061,223.2,978.99,38.23,62.2,66.61,36.83,33.2950978,216.96,38,130,136,137,130,522
100,39.84,95.32,51.55,25.78,60.35,65.62988705,214.46,538.46,43.87,103.77,58.83,27.5,63.76117833,215.72,152,130,744,187,130,835
100,22.08,38.15,28.14,29.35,9.56,19.66750314,222.52,872.72,23.13,39.06,31.18,29.96,16.94610778,221.2,40,130,160,45,134,192
160,21.71,74.08,41.28,35.12,36.22,47.68740032,227.93,398.2,26.82,71.12,57.25,57.53,14.77138246,227.59,71,187,90,110,187,186
160,2.72,8.45,6.43,3.99,3.87,36.56597774,230.78,773.7,11.8,30.32,26.33,25.14,11.21163956,230.2,1,187,1,25,187,33
50,40.47,78.45,2.54,2.53,75.88,181.7887931,231.95,645.28,48.17,91.79,3.81,3.81,177.0043255,229.85,99,79,339,149,79,492
50,24.34,19.87,15.76,14.57,4.86,18.74501992,238.35,921.82,37.9,29.75,25.24,23.17,14.1888434,235.37,30,79,38,77,79,101
50,29.05,30.25,24.28,8.38,19.59,60.03814974,227.13,744.29,38.6,38.75,33.87,10.97,60.62926187,225.07,37,79,48,67,79,95
50,28.33,25.15,10.89,25.31,14.29,46.74816626,227.4,484.47,66.88,70.37,29.87,44.64,45.71369409,226.12,55,79,62,305,82,243
50,9.91,9.47,4.86,6.1,4.13,39.06020558,240.72,702.4,12.82,10.66,7.18,8.6,20.95310136,239.97,6,79,14,10,82,29
50,61.16,47.06,56.65,28.77,24.01,34.85054348,210.82,1139.08,65.4,50.85,53.88,36.94,21.77595821,217.04,214,79,645,242,82,677
50,28.7,21.97,25.26,14.93,9.09,27.94401544,229.33,144.22,30.34,25.79,26.32,13.59,37.94520548,229.33,45,79,18,51,82,21
50,42.32,70.03,8.45,13.2,59.19,129.1557592,211.16,1151.78,48.67,80.53,9.82,15.09,129.125569,207.75,106,79,389,142,82,546
250,13.92,61.77,41.94,47.03,17.67,22.93352793,222.95,481.74,19.32,80.44,64.13,64.73,15.29861443,221.66,43,259,369,88,268,656
250,4.21,12.66,17.02,15.9,3.91,16.67397982,230.2,234.83,4.59,7.75,20.33,21.65,53.2475367,229.82,4,259,6,4,268,14
100,8.21,9.18,10.32,16.04,6.33,35.39673607,222.75,803,9.96,10.56,12.96,19.64,36.51529194,221.21,5,130,62,9,130,92
100,12.42,11.37,31.3,8.55,21.46,83.32682546,241.71,39.9,12.54,11.27,32.28,8.17,87.23897912,241.72,12,130,14,12,134,14
50,34.77,14.89,33.69,26.73,16.35,40.68516797,213.47,1398.04,44.73,21.77,40.27,34.83,32.57974605,209.53,57,79,232,99,79,365
50,19.02,13.14,11.9,16.13,3.76,17.53704154,230.4,137.15,19.31,12.66,13.02,16.12,15.6937799,230.45,20,79,9,21,82,9
160,20.01,32.53,49.7,49.88,16.94,26.12974037,231.55,915.81,26.51,46.94,61.13,66.94,19.53602651,223.58,53,187,294,98,193,625
160,91.96,343.23,195.42,100.22,210.23,61.1736347,212.38,405.64,91.96,343.22,195.42,100.22,61.17146167,212.38,934,187,1999,934,187,1999
50,54.38,64.66,27.74,25.4,37.94,64.66893039,216.67,683.83,67.01,92.94,26.21,26.03,92.05124673,216.05,172,79,372,261,82,551
50,31.56,0.89,63.3,0.92,62.36,191.6602672,218.54,867.23,40.01,1.68,79.17,1.73,187.6120126,211.62,55,79,531,92,79,870
50,35.16,41.39,13.5,21.25,24.73,63.08116627,221.12,846.87,39.58,37.52,18.91,29.3,33.82713169,218.77,73,79,241,105,82,263
50,45.09,42.12,32.81,22.73,16.69,30.17612124,223.23,886.7,81.38,76,69.6,30.71,47.74544836,215.22,126,79,250,441,79,965
50,23.72,24.49,9.39,17.49,12.98,45.16254623,223.27,751.06,31.66,35.31,10.71,22.55,54.48446843,221.26,28,79,114,55,79,211
50,29.28,17.69,22.05,23.66,5.28,16.29337539,225.56,1048.67,38.59,20.29,35.94,27.36,28.9867209,224.39,46,79,101,87,79,150
160,29.87,104.96,68.73,33.44,60.67,52.02047024,215.15,618.42,31.69,109.29,77.91,32.56,55.55151074,213.36,100,187,551,108,193,635
160,46.82,160.93,73.49,74.9,85.57,56.08108108,218.52,1214.23,54.25,181.58,87.68,89.21,51.96250732,213.17,257,187,1663,342,193,2546
160,8.08,22.88,19.69,13.41,8.33,28.13504823,228.36,237.64,10.9,20.93,41.36,13.22,64.32260628,225.66,9,187,51,17,193,139
50,68.17,145.39,1.21,1.21,144.17,195.088289,212.32,961.89,71.8,151.8,1.95,1.95,192.4855491,210.09,251,79,856,286,79,990
50,28.63,50.78,5.61,5.62,45.15,145.6700532,225.13,638.45,33.85,56.89,8.21,8.23,132.7423974,225.74,43,79,103,65,82,103
50,21.05,31.69,5.77,8.13,24.78,108.5325729,223.92,1045.69,23.95,34.08,8.13,9.65,97.14616275,223.96,23,79,69,32,79,75
50,14.8,14.68,6.08,11.3,7.5,43.10667498,228.28,637.94,17.63,17.98,9.82,10.39,41.24116261,228.61,11,79,20,18,82,29
50,78.16,146.28,16.28,6.88,134.83,158.9943343,206.33,624.07,75.26,139.99,16.29,6.88,157.3976465,207.81,334,79,1294,309,79,1155
100,59.68,96.14,98.94,63.59,33.43,26.24966173,212.13,1095.39,61.85,101.91,103.8,62.37,30.20367055,210.23,343,130,1207,366,134,1425
100,20.26,46.74,20.19,20.82,26.25,59.79487179,230.04,113.13,20.01,45.68,20.19,20.82,58.08051678,230.01,39,130,15,38,130,15
100,44.17,78.42,82.67,30.31,49.87,52.49216301,225.95,366.88,50.11,88.56,92.64,35.96,50.32234297,224.98,168,130,208,216,134,281
100,38.25,65.72,48.5,51.51,15.53,18.96458094,213.95,933.86,42.16,73.89,54.39,54.39,21.34997537,211.39,135,130,842,176,130,979
100,42.89,102.81,49.07,33.99,62,65.93855921,202.68,1022.58,42.89,102.81,49.07,33.99,65.93855921,202.68,187,130,1415,187,130,1415
100,34.47,55.83,49.29,37.11,16.3,21.72537439,224.69,805.6,44.8,79.9,56.9,48.08,29.65166595,212.64,112,130,517,195,130,1169
100,9.39,26.59,0.51,13.58,22.47,96.23893805,223.82,871.07,10.66,27.19,0.7,18.27,95.45060659,223.77,7,130,68,9,134,78
50,63.5,91.51,31.31,14.76,69.85,99.54208461,212.73,489.43,63.82,90.93,31.51,15.83,97.28791495,213.27,215,79,582,215,82,558
50,23.25,26.93,14.94,8.48,16,60.45680238,213.48,1015.46,24.36,29.94,11.88,10.95,70.21034679,212.74,26,79,268,30,79,290
50,27.19,14.57,6.24,38.08,28.61,93.98879266,220.38,833.83,47.43,30.95,16.91,54.87,60.23556897,216.86,41,79,161,139,79,354
160,32.63,70.89,78.3,66.25,9.7,9.032677312,209.49,1508.49,41.74,95.07,99.06,81.52,11.27879557,195.5,129,187,1556,224,187,2576
250,36.94,139.65,131.98,128.8,9.52,4.625028095,201.88,1016.25,40.6,156.98,138.64,144.57,6.985619846,200.22,243,259,2198,296,268,2772
50,19.52,36.81,1.72,1.72,35.09,174.3602484,234.34,417.19,22.64,43.79,1.46,1.46,181.2459859,233.19,17,79,116,22,79,155
100,34.84,71.5,37.12,42.32,31.86,42.10944746,219.09,689.47,42.12,88.05,40.14,54.31,44.73972603,216.66,113,130,341,166,134,528
50,60.33,39.6,38.35,52.72,13.31,21.03772863,208.4,973.46,75.74,50.89,49.21,63.97,16.96836716,203.38,234,79,1327,382,82,2332
50,40.21,29.2,26.6,27.14,2.37,5.618519412,239.48,554.86,70.7,47.19,50.78,47.89,4.442616207,237.08,92,79,81,314,79,263
50,50.85,47.99,28.78,28.12,19.45,37.25807989,236.35,626.09,67.44,66.96,36.54,35.64,44.37257439,233.9,145,79,169,268,79,307
50,33.06,41.37,27.46,2.78,33.67,88.3535819,223.17,946.49,41.23,49.35,32.23,7.72,74.06494961,219.75,59,79,188,107,82,298
50,56.28,36.72,61.69,23.51,33.39,51.79625984,223.3,621.96,61.46,41.46,66.19,25.49,49.14375845,222.74,184,79,198,218,82,242
250,3.2,3.66,17.99,12.95,12.58,68.26589595,228.65,242.67,3.77,6.8,21.91,12.1,61.06346484,228.36,2,259,20,3,268,28
160,37.52,93.58,68.35,85.87,22.15,17.25181598,221.33,872.14,37.75,90.02,71.71,87.61,13.72022138,220.38,168,187,1575,171,193,1669
500,8.74,77.76,41.4,70.09,33.2,34.37252312,219.12,478.9,14.61,95.15,90.18,131.44,24.48148499,213.33,28,439,578,81,439,1657
50,29.43,28.47,20.85,14.41,12.17,34.01851561,228.12,461.23,39.89,33.46,28.27,24.65,16.20745543,228.26,57,79,54,122,79,87
50,17.21,28.67,2.66,4.17,25.27,142.2816901,238.5,721.73,24.11,40.44,3.72,5.57,143.9573698,235.95,15,79,44,31,79,91
50,29.94,7.73,26.87,30.25,21,64.24055513,221.92,544.03,31.11,5.49,29.24,32.63,75.54928741,220.52,51,79,195,55,79,236
160,33.82,82.52,70.3,81.65,11.56,10.05245874,208.12,1033.16,35.9,84.59,78.56,85.78,5.322781505,206.35,134,187,1742,151,193,1996
100,38.44,79.2,45.67,41.68,35.29,42.6598619,202.33,1722.16,48.37,97.43,63.48,48.69,39.45133588,194.73,120,130,989,202,134,1788
50,27.71,23.11,19.41,17.49,4.93,15.53074488,227.81,362.73,32.83,25.7,24.88,20.52,13.41772152,227.61,32,79,62,44,79,87
50,5.51,10.94,0.21,0.21,10.73,188.9084507,240.81,390.51,11.26,17.48,2.87,2.87,125.8397933,239.65,2,79,8,9,82,24
50,30.11,32.75,17.25,15.2,16.55,50.69018405,223.02,653.24,32.91,35.46,20.84,14.98,49.24242424,222.92,50,79,117,59,82,139
50,14.8,28.32,1.22,0.98,27.22,178.3748362,232.05,1111.33,18.95,35.7,1.79,1.6,173.9831159,230.03,12,79,101,20,82,158
50,9.31,1.5,1.5,16.2,14.69,153.125,240.83,338.11,10.08,1.42,1.42,17.93,158.9792971,240.7,7,79,15,8,82,19
50,21.58,26.11,13.37,7.25,16.65,67.6225123,219.59,950.08,26.79,28.82,16.69,12.52,48.99190074,219.45,27,79,179,43,82,266
50,64.24,65.88,48.83,24.45,35.48,47.29088819,207.37,1248.61,67.93,73.53,46.28,27.36,49.88788476,205.67,220,79,824,250,82,950
50,55.14,32.67,54.29,32.49,21.54,36.34993721,221.89,774.39,57.31,30.18,61.03,32.92,47.49859019,220.98,189,79,315,203,82,373
50,38.83,27.63,36.54,19.92,14.41,30.36032822,223.4,973.29,50.07,43.24,41.06,24.14,33.21652527,218,78,79,120,136,79,253
50,11.71,21.4,1.19,1.56,20.02,165.8385093,239.91,585.44,16.17,31.21,0.8,1.35,180.6654676,239.54,7,79,13,16,82,34
50,14.66,10.78,10.49,10.49,0.29,1.826196474,230.53,40.2,16.95,12.23,12.23,12.23,1.45246E-14,230.48,17,79,8,21,79,10
50,37.17,27.64,28.53,24.33,3.93,9.329192547,220.82,933.53,77.97,70.92,47.99,50,25.96057072,208.24,87,79,217,423,82,1120
50,26.06,25.29,18.85,12.29,11.25,34.66241361,228.84,288.6,28.04,28.04,19.27,13.42,38.51473736,228.77,34,79,38,39,82,42
50,8.18,5.94,5.76,6.01,0.23,2.428006776,229.35,517.95,8.18,5.94,5.76,6.01,2.428006776,229.35,3,79,7,3,79,7
50,37.63,36.33,21.82,23.34,13.71,33.74647196,222.6,697.67,71.42,67.41,43.05,44.25,30.71553229,213.69,75,79,163,290,79,576
50,23.79,24.84,8.38,18.3,14.34,51.20341615,225.02,856.74,46.69,44.86,17.27,38.99,48.76384494,220.1,32,79,39,131,79,140
50,18.57,14.73,13.72,11.76,2.6,12.26063168,228.51,627.94,43.62,35.2,30.7,28.56,11.79335168,225.71,20,79,29,130,82,146
50,37.54,37.06,22.08,22.16,14.63,36.75276753,209.88,755.02,37.54,37.06,22.08,22.16,36.75276753,209.88,93,79,570,93,79,570
50,14.16,22.06,3.57,3.57,18.48,126.6438356,241.42,143.15,15.96,24.45,4.24,4.24,122.7452171,241.38,10,79,8,13,82,9
50,87.53,67.06,64.01,58.55,7.54,7.367366312,218.92,1089,96.2,74.09,73.6,60.74,12.57496522,216.42,389,79,664,474,79,851
50,3.45,3.27,1.92,1.92,1.35,37.97468354,241.98,413.96,5.09,5.37,2.56,2.56,53.57483317,241.77,1,79,2,2,82,3
